"dist name","dist version ","release date","perl version"
ghostbsd,2.5,2012-01-22,5.12.4
ghostbsd,2.0,2011-03-11,5.10.1
ghostbsd,1.5,2010-07-29,5.10.1
ghostbsd,1.0,2010-03-09,5.10.1
gobo,017,2020-05-24,5.30.1
gobo,016.01,2017-04-04,5.24.0
gobo,015,2014-05-07,5.18.1
gobo,014.01,2008-03-04,5.8.8
gobo,013,2006-11-03,5.8.8
gobo,012,2005-06-02,5.8.6
gobo,011,2004-06-04,5.8.4
gobo,010,2004-01-07,5.8.0
gobo,007,2003-10-22,5.8.0
gobo,006,2003-05-19,5.8.0
gobo,005,2002-10-11,5.8.0
gparted,1.4.0-1,2022-03-30,5.34.0
gparted,1.3.1-1,2021-07-22,5.32.1
gparted,0.33.0-1,2018-12-15,--
gparted,0.27.0-1,2016-10-21,--
gparted,0.24.0-2,2015-10-29,--
gparted,0.20.0-2,2014-10-25,5.20.1
gparted,0.16.2-1b,2013-09-24,--
gparted,0.14.1-6,2012-12-27,--
gparted,0.10.0-3,2011-11-03,--
gparted,0.7.1-1,2010-12-15,--
gparted,0.4.8-1,2009-11-03,5.10.1
gparted,0.3.9-13,2008-11-28,5.10.0
gparted,0.2.5-5,2006-08-13,5.8.7
greenie,20.04,2020-06-02,5.30.0
greenie,18.04.0.3,2018-10-25,5.26.1
greenie,16.04.1,2017-04-03,5.22.1
greenie,14.04.5,2014-11-23,5.18.2
greenie,9N,2011-06-17,5.10.1
greenie,8.1M,2011-01-24,5.10.1
greenie,7.1L,2010-08-22,5.10.1
greenie,6.1.1K,2010-04-02,5.10.0
greenie,5.1J,2009-10-19,5.10.0
greenie,4I-R3,2009-03-14,5.10.0
greenie,3.1.3H,2008-10-24,5.8.8
greenie,2.1.1,2008-04-07,5.8.8
grml,2021.07,2021-06-24,5.32.1
grml,2020.06,2020-06-24,5.30.3
grml,2018.12,2018-12-31,5.28.1
grml,2017.05,2017-05-31,5.24.1
grml,2014.11,2014-11-17,5.20.1
grml,2013.09,2013-09-29,5.18.1
grml,2013.02,2013-02-27,5.14.2
grml,2012.05,2012-05-29,5.14.2
grml,2011.12,2011-12-23,5.14.2
grml,2011.05,2011-05-29,5.12.3
grml,2010.12,2010-12-31,5.10.1
grml,2010.04,2010-04-29,5.10.1
grml,2009.10,2009-10-31,5.10.1
grml,2009.05,2009-06-01,5.10.0
grml,2008.11,2008-12-01,5.10.0
grml,1.1,2008-02-25,5.8.8
grml,1.0,2007-05-18,5.8.8
grml,0.9,2006-12-06,5.8.8
grml,0.8,2006-08-13,5.8.8
grml,0.7,2006-04-10,5.8.8
grml,0.6,2006-01-22,5.8.7
grml,0.5,2005-10-24,5.8.7
grml,0.4,2005-05-15,5.8.4
grml,0.3,2005-03-04,5.8.4
grml,0.2,2005-01-10,5.8.4
grml,0.1,2004-10-22,5.8.4
guixsd,1.3.0,2021-05-12,5.30.2
guixsd,1.2.0,2020-11-23,5.30.2
guixsd,1.0.1,2019-05-19,5.28.0
haiku,R1-beta3,2021-07-26,5.32.1
hamonikr,5.0,2021-11-18,5.30.0
hamonikr,4.0,2020-11-18,5.30.0
hamonikr,3.0,2020-07-03,5.26.1
hyperbola,0.4,2022-03-01,5.30.3
hyperbola,0.3.1,2020-02-11,5.24.1
hyperbola,0.2.9,2019-05-23,5.24.1
ipfire,2.27-core167,2022-04-27,5.32.1
ipfire,2.25-core158,2021-07-19,5.32.1
ipfire,2.23-core139,2020-01-09,5.30.0
ipfire,2.21-core130,2019-04-16,5.12.3
ipfire,2.19-core120,2018-04-30,5.12.3
ipfire,2.17-core99,2016-03-05,5.12.3
ipfire,2.15-core86,2015-01-24,5.12.3
ipfire,2.13-core76,2014-04-16,5.12.3
ipfire,2.11-core65,2012-12-19,5.12.3
ipfire,2.9-core52,2011-09-17,5.12.3
jingos,0.9,2021-05-31,5.30.0
kaisen,2.0,2021-12-14,5.32.1
kali,2022.1,2022-02-14,5.32.1
kali,2021.4,2021-12-09,5.32.1
kali,2020.4,2020-11-18,5.30.3
kali,2019.4,2019-11-26,5.30.0
kali,2018.4,2018-10-29,5.26.2
kali,2017.3,2017-11-21,5.26.1
kali,2016.2,2016-08-31,5.22.2
kali,2.0,2015-08-11,5.20.2
kali,1.1.0,2015-02-09,5.14.2
kali,5-R3,2012-08-13,5.10.1
kali,4-R2,2010-11-22,5.10.0
kali,3,2008-06-19,5.8.8
kali,2,2007-03-06,5.8.8
kali,1.0,2006-05-26,5.8.8
kali,200605,2005-06-22,5.8.4
kali,150405,2005-04-15,5.8.4
kali,081004,2004-08-10,5.8.3
kanotix,nightly,2022-02-07,5.28.1
kanotix,2014,2014-05-10,5.14.2
kanotix,2013,2013-05-22,5.14.2
kanotix,2011-05,2011-05-11,5.10.1
kanotix,2010,2010-06-08,5.10.0
kanotix,2005-04,2005-12-31,5.8.7
kanotix,2005-03,2005-06-06,5.8.4
kanotix,2004-09,2004-10-16,5.8.4
kaos,2022.02,2022-02-22,5.34.0
kaos,2021.10,2021-10-14,5.32.1
kaos,2020.11,2020-11-21,5.30.3
kaos,2019.10,2019-10-31,5.28.2
kaos,2018.12,2018-12-28,5.28.1
kaos,2017.11,2017-11-14,5.26.1
kaos,2016.11,2016-11-07,5.22.2
kaos,2015.11,2015-11-24,5.22.0
kaos,2014.12,2014-12-26,5.20.1
karoshi,13.0.1,2020-11-18,5.30.0
karoshi,12.1.0,2019-09-19,5.26.1
karoshi,11.1,2017-08-13,5.22.1
karoshi,10.1.2,2015-03-29,5.18.2
karoshi,9.0.1,2013-08-20,5.14.2
karoshi,8.0.0,2012-06-10,5.14.2
karoshi,7.0.3,2011-06-19,5.10.1
karoshi,6.0,2009-06-18,5.10.1
kdeneon,20220414,2022-04-14,5.30.0
kdeneon,20201231,2021-12-30,5.30.0
kdeneon,20191226,2020-12-31,5.30.0
kdeneon,20180906,2019-12-26,5.26.1
kdeneon,20171228,2018-09-06,5.22.1
kiss,2021.7,2021-07-02,--
kiss,2020.9,2020-09-04,5.30.2
knoppix,9.1,2021-02-19,5.32.1
knoppix,8.6.1,2019-11-23,5.28.1
knoppix,8.2,2018-05-15,5.26.2
knoppix,7.7.1,2016-10-27,5.24.1rc3
knoppix,7.6.1,2016-01-25,5.22.1
knoppix,7.4.2,2014-09-30,5.20.0
knoppix,7.2.0,2013-06-27,5.14.2
knoppix,7.0.5,2012-12-22,5.14.2
knoppix,6.7.1,2011-09-16,5.12.4
knoppix,6.4.4,2011-02-01,5.10.1
knoppix,6.2.1,2010-02-12,5.10.1
knoppix,6.0.1,2009-02-10,5.10.0
knoppix,5.3.1,2008-03-27,5.8.8
knoppix,5.1.1,2007-01-05,5.8.8
knoppix,5.0.1,2006-06-02,5.8.8
knoppix,4.0.2,2005-09-24,5.8.7
knoppix,3.9,2005-06-01,5.8.4
knoppix,3.8.2,2005-05-12,5.8.4
knoppix,3.7,2004-12-09,5.8.4
knoppix,3.6,2004-08-16,5.8.4
knoppix,3.4,2004-05-17,5.8.4
knoppix,3.3,2004-02-16,5.8.3
knoppix,3.2,2003-07-26,5.8.0
knoppix,3.1,2003-01-19,5.6.1
kodachi,8.21,2022-04-28,5.26.1
kodachi,7.6,2020-11-14,5.26.1
kodachi,6.2,2019-08-25,5.26.1
kodachi,4.1,2018-10-06,5.24.1
kodachi,3.7,2017-01-06,5.20.2
kubuntu,22.04jammy,2022-04-21,5.34.0
kubuntu,21.10impish,2021-10-14,5.32.1
kubuntu,21.04hirsute,2021-04-22,5.32.1
kubuntu,20.10groovy,2020-10-22,5.30.3
kubuntu,20.04focal,2020-04-23,5.30.0
kubuntu,19.10eoan,2019-10-17,5.28.1
kubuntu,19.04disco,2019-04-18,5.28.1
kubuntu,18.10cosmic,2018-10-18,5.26.2
kubuntu,18.04bionic,2018-04-26,5.26.1
kubuntu,17.10artful,2017-10-19,5.26.0
kubuntu,17.04zesty,2017-04-13,5.24.1
kubuntu,16.10yakkety,2016-10-13,5.22.2
kubuntu,16.04xenial,2016-04-21,5.22.1
kubuntu,15.10wily,2015-10-22,5.20.2
kubuntu,15.04vivid,2015-04-27,5.20.2
kubuntu,14.10utopic,2014-10-23,5.20.1
kubuntu,14.04trusty,2014-04-17,5.18.2
kubuntu,13.10saucy,2013-10-17,5.14.2
kubuntu,13.04raring,2013-04-25,5.14.2
kubuntu,12.10quantal,2012-10-18,5.14.2
kubuntu,12.04precise,2012-04-26,5.14.2
kubuntu,11.10oneiric,2011-10-13,5.12.4
kubuntu,11.04natty,2011-04-28,5.10.1
kubuntu,10.10maverick,2010-10-10,5.10.1
kubuntu,10.04lucid,2010-04-29,5.10.1
kubuntu,9.10karmic,2009-10-29,5.10.0
kubuntu,9.04jaunty,2009-04-23,5.10.0
kubuntu,8.10intrepid,2008-10-30,5.10.0
kubuntu,8.04hardy,2008-04-24,5.8.8
kubuntu,7.10gutsy,2007-10-18,5.8.8
kubuntu,7.04feisty,2007-04-19,5.8.8
kubuntu,6.10edgy,2006-10-26,5.8.8
kubuntu,6.06dapper,2006-06-01,5.8.7
kubuntu,5.10breezy,2005-10-13,5.8.7
kubuntu,5.04hoary,2005-03-30,5.8.4
lfs,unstable,2022-04-15,5.34.1
lfs,11.1,2022-03-01,5.34.0
lfs,11.1-BLFS,2022-03-01,5.34.0
lfs,11.0,2021-09-02,5.34.0
lfs,10.1,2021-03-01,5.32.1
lfs,10.0,2020-09-02,5.32.0
lfs,9.1,2020-03-02,5.30.1
lfs,9.0,2019-09-01,5.30.0
lfs,8.4,2019-03-01,5.28.1
lfs,8.3,2018-09-02,5.28.0
lfs,8.2,2018-03-03,5.26.1
lfs,8.1,2017-09-01,5.26.0
lfs,7.10,2016-09-07,5.24.0
lfs,7.9,2016-03-08,5.22.1
lfs,7.8,2015-10-01,5.22.0
lfs,7.7,2015-03-06,5.20.2
lfs,7.6,2014-09-23,5.20.0
lfs,7.5,2014-03-02,5.18.2
lfs,7.4,2013-09-08,5.18.1
lfs,7.3,2013-03-02,5.16.2
lfs,7.2,2012-09-02,5.16.1
lfs,7.1,2012-03-02,5.14.2
lfs,7.0,2011-10-29,5.14.2
lfs,6.8,2011-03-05,5.12.3
lfs,6.7,2010-09-19,5.12.1
lfs,6.6,2010-03-01,5.10.1
lfs,6.5,2009-08-16,5.10.0
lfs,6.4,2008-11-23,5.10.0
lfs,6.3,2007-08-28,5.8.8
lfs,6.2,2006-08-03,5.8.8
lfs,6.0,2004-12-08,5.8.5
lfs,5.1,2004-05-16,5.8.4
lfs,5.0,2003-11-05,5.8.0
lfs,4.1,2003-04-28,5.8.0
lfs,4.0,2002-10-05,5.8.0
lfs,3.3,2002-04-07,5.6.1
lfs,3.2,2002-03-07,5.6.1
lfs,3.1,2001-12-03,5.6.1
lfs,3.0,2001-09-21,5.6.1
lfs,2.4,2000-08-28,5.6.0
lfs,2.2,2000-04-03,5.5.3
lfs,1.3,2000-02-11,5.5.3
linspire,11.5,2022-03-14," "
linspire,10-SP2,2021-09-02," "
linspire,9.5,2020-11-30," "
linspire,8,2019-01-02,5.26.1
linspire,7.0-sp1,2018-04-08,5.22.1
linspire,6.0,2007-10-10,5.8.8
linspire,5.1,2006-04-21,5.8.4
linspire,5.0,2005-03-16,5.8.4
linspire,4.5,2003-12-16,5.8.1
linspire,4.0,2003-06-24,5.6.1
linspire,3.0,2002-11-18,5.6.1
linuxfx,11.1.1108,2022-03-12,5.30.0
linuxfx,10.8.4,2021-07-16,5.30.0
linuxfx,9.4,2018-09-09,5.26.1
linuxfx,8.0.2,2017-07-06,5.22.1
linuxfx,7.4.2,2016-05-16,5.18.2
lite,6.0-rc1,2022-04-25,5.34.0
lite,5.8,2022-01-31,5.30.0
lite,4.8,2020-01-13,5.26.1
lite,3.8,2018-01-30,5.22.1
lite,2.8,2016-01-31,5.18.2
lite,1.0.8,2014-01-16,5.14.2
liveraizo,13.22.02.13,2022-02-13,5.32.1
liveraizo,12.21.09.05,2021-09-05,5.28.1
liveraizo,11.20.10.21,2020-10-24,5.28.1
liveraizo,10.19.09.11,2019-09-12,5.24.1
liveraizo,9.18.09.09,2018-09-10,5.24.1
liveraizo,8.17.08.30,2017-08-31,5.20.2
lliurex,21.07,2021-09-02,5.30.0
lliurex,19-20201125,2020-07-27,5.26.1
lliurex,16.06,2018-07-06,5.22.1
lliurex,15.05,2015-06-29,5.18.2
lliurex,13.06,2013-06-27,5.14.2
lliurex,12.06,2012-06-29,5.10.1
lliurex,11.09,2011-09-20,5.10.1
lliurex,10.09,2010-10-17,5.10.1
lliurex,9.09,2009-10-08,5.10.0
lliurex,8.09,2009-03-23,5.8.8
lliurex,5.09,2005-09-26,5.8.4
lliurex,5.05,2005-05-05,5.8.4
lockbox,1.0,2020-09-13,5.26.1
lubuntu,22.04jammy,2022-04-21,5.34.0
lubuntu,21.10impish,2021-10-14,5.32.1
lubuntu,21.04hirsute,2021-04-22,5.32.1
lubuntu,20.10groovy,2020-10-22,5.30.3
lubuntu,20.04focal,2020-04-23,5.30.0
lubuntu,19.10eoan,2019-10-17,5.28.1
lubuntu,19.04disco,2019-04-18,5.28.1
lubuntu,18.10cosmic,2018-10-18,5.26.2
lubuntu,18.04bionic,2018-04-26,5.26.1
lubuntu,17.10artful,2017-10-19,5.26.0
lubuntu,17.04zesty,2017-04-13,5.24.1
lubuntu,16.10yakkety,2016-10-13,5.22.2
lubuntu,16.04xenial,2016-04-21,5.22.1
lubuntu,15.10wily,2015-10-22,5.20.2
lubuntu,15.04vivid,2015-04-23,5.20.2
lubuntu,14.10utopic,2014-10-23,5.20.1
lubuntu,14.04trusty,2014-04-17,5.18.2
lubuntu,13.10saucy,2013-10-17,5.14.2
lubuntu,13.04raring,2013-04-25,5.14.2
lubuntu,12.10quantal,2012-10-18,5.14.2
lubuntu,12.04precise,2012-04-26,5.14.2
lubuntu,11.10oneiric,2011-10-13,5.12.4
lubuntu,11.04,2011-04-28,5.10.1
lubuntu,10.10,2010-10-10,5.10.1
lubuntu,10.04,2010-05-03,5.10.1
luninux,20.04,2020-05-02,5.30.0
luninux,17.04,2017-08-10,5.24.1
luninux,16.04,2016-05-02,5.22.1
luninux,15.10,2016-01-31,5.20.2
luninux,12.10,2012-12-10,5.14.2
luninux,12.00,2012-07-24,5.14.2
luninux,11.11,2011-12-27,5.12.4
mabox,22.04,2022-04-03,5.34.0
mabox,21.12,2021-12-22,5.34.0
mabox,20.10,2020-12-06,5.32.0
mageia,cauldron,2022-04-28,5.34.1
mageia,8,2021-02-26,5.32.1
mageia,7.1,2019-07-16,5.28.2
mageia,6,2017-07-16,5.22.3
mageia,5.1,2016-12-02,5.20.1
mageia,4.1,2014-06-20,5.18.1
mageia,3,2013-05-19,5.16.3
mageia,2,2012-05-22,5.14.2
mageia,1,2011-06-01,5.12.3
makulu,2021-12-17,2021-12-20,5.30.0
makulu,2020-08-16,2020-08-16,5.30.0
makulu,2019-08-05,2019-08-05,5.28.1
makulu,15,2018-10-12,5.26.2
makulu,14,2018-01-01,5.22.1
makulu,10,2015-11-29,5.18.2
makulu,7.0,2014-12-06,5.18.2
makulu,6.1,2014-06-01,5.18.2
makulu,5.0,2014-02-13,5.18.2
makulu,4.3,2013-11-28,5.18.1
manjaro,stable,2022-04-28,5.34.1
manjaro,21.2.6,2022-04-16,5.34.1
manjaro,20.2.1,2021-01-03,5.32.0
manjaro,19.0,2020-02-25,5.30.1
manjaro,18.1.0,2019-09-12,5.30.0
manjaro,17.1.12,2018-08-19,5.28.0
manjaro,16.10.3,2016-11-27,5.24.0
manjaro,15.12,2015-12-23,5.22.0
manjaro,0.8.11,2014-12-01,5.18.2
manjaro,0.8.8,2013-11-26,5.18.1
max,11.0,2021-07-20,5.30.0
max,10.0,2018-11-26,5.26.1
max,9.0,2017-02-07,5.22.1
max,8.0,2015-07-28,5.18.2
max,7.5,2014-05-22,5.14.2
max,7.0,2012-11-29,5.14.2
max,6.0.1,2011-05-05,5.10.1
max,5.0,2010-01-20,5.10.0
max,4.0,2009-12-27,5.8.8
max,3.0,2007-03-27,5.8.7
max,2.0,2006-01-30,5.8.7
max,1.2,2004-11-16,5.8.2
max,1.1,2004-05-27,5.8.2
midnightbsd,2.1.1,2021-10-01,5.32.0
midnightbsd,2.0,2020-11-13,5.32.0
midnightbsd,1.2,2019-10-31,5.28.0
midnightbsd,1.1,2019-02-04,5.28.0
midnightbsd,0.8,2016-08-14,5.18.2
midnightbsd,0.7,2015-09-20,5.20.0
midnightbsd,0.6,2015-04-26,5.18.2
midnightbsd,0.5,2014-09-22,5.18.2
midnightbsd,0.4,2013-07-05,5.14.2
midnightbsd,0.3,2011-01-30,5.14.2
midnightbsd,0.2.1,2008-08-31,5.12.2
midnightbsd,0.1.1,2007-11-09,5.10.0
mint,5-LMDEelsie,2022-03-20,5.32.1
mint,20.3uma,2022-01-06,5.30.0
mint,4-LMDEdebbie,2020-03-20,5.28.1
mint,19.3tricia,2019-12-18,5.26.1
mint,18.3sylvia,2017-11-27,5.22.1
mint,17.3rosa,2015-12-04,5.18.2
mint,16petra,2013-11-30,5.14.2
mint,15olivia,2013-05-29,5.14.2
mint,14nadia,2012-11-20,5.14.2
mint,13maya,2012-05-23,5.14.2
mint,12lisa,2011-11-26,5.12.4
mint,11katya,2011-05-26,5.10.1
mint,10julia,2010-11-12,5.10.1
mint,9isadora,2010-05-18,5.10.1
mint,8helena,2009-11-28,5.10.0
mint,7gloria,2009-05-26,5.10.0
mint,6felicia,2008-12-15,5.10.0
mint,5elyssa,2008-06-08,5.8.8
mint,4.0daryna,2007-11-15,5.8.8
mint,3.1celena,2007-09-24,5.8.8
mint,3.0cassandra,2007-05-30,5.8.8
mint,2.2bianca,2007-02-21,5.8.8
mint,2.1bea,2006-12-20,5.8.8
mint,2.0barbara,2006-11-14,5.8.8
mx,21.1wildflower,2022-04-10,5.32.1
mx,19.4,2021-04-01,5.28.1
mx,18.3,2019-05-27,5.24.1
mx,17.1,2018-03-14,5.24.1
mx,16.1,2017-06-08,5.20.2
navy,8.4,2021-08-02,5.24.4
neptune,7.0,2021-12-23,5.32.1
neptune,6.5,2020-07-08,5.28.1
neptune,5.6,2018-11-04,5.24.1
neptune,4.5.4,2017-04-06,5.14.2
netbsd,pkgsrc,2022-04-28,5.34.1
netbsd,9.2,2021-05-17,5.32.1
netbsd,8.2,2020-04-02,5.30.2
netbsd,7.2,2018-08-30,5.28.0
netbsd,6.1.5,2014-09-22,5.22.0
netbsd,5.1,2010-11-19,5.12.2
netbsd,5.0,2009-04-29,5.10.0
netbsd,4.0,2007-12-19,5.8.8
netbsd,3.1,2006-11-04,5.8.8
netbsd,3.0,2005-12-23,5.8.7
netbsd,2.1,2005-11-02,5.8.7
netbsd,2.0,2004-12-09,5.8.4
netbsd,1.6,2002-09-16,5.8.0
netrunner,21.01xoxo,2021-02-20,5.28.1
netrunner,20.01twenty,2020-02-23,5.28.1
netrunner,19.08indigo,2019-08-20,5.28.1
netrunner,19.01blackbird,2019-01-12,5.28.1
netrunner,18.03idolon,2018-03-11,5.26.1
netrunner,17.10voyager,2017-11-11,5.26.0
netrunner,16ozymandias,2015-05-17,5.20.2
netrunner,14.1frontier,2015-01-24,5.18.2
netrunner,13.12enigma2,2014-01-13,5.14.2
netrunner,13.06enigma,2013-07-05,5.14.2
netrunner,12.12.1dryland,2013-01-23,5.14.2
netrunner,4.2.1dryland,2012-09-05,5.14.2
netrunner,3.2chromatic,2011-06-29,5.10.1
netrunner,2.0blacklight,2010-07-15,5.10.1
nitrux,20220402,2022-04-02,5.34.0
nitrux,2021.12.27,2021-12-28,5.32.1
nitrux,2020.11.29,2020-11-29,5.32.0
nitrux,1.1.7,2019-06-01,5.26.1
nitrux,1.0.16-1,2018-09-29,5.26.2
nixos,unstable,2022-04-28,5.34.1
nixos,21.11porcupine,2021-11-30,5.34.0
nixos,21.05okapi,2021-06-02,5.32.1
nixos,20.09nightingale,2020-10-27,5.32.0
nixos,20.03markhor,2020-04-20,5.30.1
nixos,19.09loris,2019-10-09,5.30.0
nixos,19.03koi,2019-04-11,5.28.1
nixos,18.09jellyfish,2018-10-06,5.24.4
nixos,17.09hummingbird,2017-10-02,5.24.2
nixos,16.09flounder,2016-10-03,5.22.2
nixos,16.03emu,2016-04-01,5.22.1
nixos,15.09.1012dingo,2016-02-05,5.22.0
nixos,14.12.885caterpillar,2015-09-27,5.20.1
nixos,14.04.630baboon,2015-02-25,5.16.3
nixos,13.10.35728aardvark,2014-07-19,5.16.3
nomadbsd,130r-20210508,2021-05-11,5.32.1
nomadbsd,1.4,2021-03-03,5.32.1
nomadbsd,1.3.2,2020-07-06,5.30.3
nomadbsd,1.2,2019-04-21,5.28.1
nomadbsd,1.1,2018-07-07,5.26.2
nst,34-12783,2021-08-07,5.32.1
nst,32-11992,2020-06-07,5.30.3
nst,30-11210,2019-07-16,5.28.2
nst,28-10439,2018-08-24,5.26.2
nst,26-9267,2017-10-08,5.24.3
nst,24-7977,2016-07-03,5.22.2
nst,22-7334,2015-10-29,5.20.3
nst,20-5663,2014-02-20,5.18.2
nst,18-4509,2013-04-13,5.16.3
nst,2.16.0-4104,2012-09-03,5.14.2
nst,2.15.0,2011-08-10,5.12.4
nst,2.13.0,2010-10-07,5.10.1
nst,1.8.1,2009-01-09,5.8.8
nst,1.5.0,2007-02-13,5.8.8
nst,1.4.2,2006-08-17,5.8.6
nst,1.2.3,2005-09-06,5.8.3
nutyx,packages,2022-04-28,5.34.1
nutyx,22.04.6,2022-04-24,5.34.1
nutyx,20.12.1,2021-01-24,5.32.0
nutyx,11.6,2020-09-10,5.32.0
nutyx,10.6,2019-02-25,5.28.1
nutyx,9.1,2017-09-24,5.24.0
nutyx,8.2.1,2016-10-16,5.20.1
nutyx,14.11,2014-11-01,5.16.2
nutyx,Sekong.3,2013-07-17,5.12.3
nutyx,Pakxe,2011-06-02,5.12.1
nutyx,Attapu.1,2010-12-06,5.10.1
ob2d,2022,2022-04-10,5.32.1
ob2d,2019-1.0.6,2019-07-10,5.28.1
ob2d,2017-1.2,2017-07-23,5.24.1
ob2d,1.0.0,2015-01-24,5.20.2
ob2d,20091106(purekgb),2009-11-06,5.10.0
ob2d,20080919(purekgb),2008-09-19,5.10.0
ob2d,20071012(purekgb),2007-10-12,5.8.8
ob2d,20060119(purekde),2006-01-19,5.8.4
ob2d,20051212(puregnome),2005-12-12,5.8.4
ob2d,20050504(desktop),2005-05-04,5.8.4
obarun,2022.03.12,2022-03-12,5.34.0
obarun,2021.09.01,2021-09-01,5.34.0
obarun,2020.07.01,2020-07-10,5.32.0
obarun,2019.11.02,2019-11-04,5.30.0
obarun,2018.10,2018-10-01,5.28.0
omarine,8.1,2021-09-08,5.34.0
omarine,7.0,2020-07-21,5.30.2
omarine,6.2,2019-09-14,5.28.0
omarine,5.3,2018-11-14,5.28.0
omoikane,3.0,2022-02-07," "
omoikane,2.2,2003-06-25,5.8.0
omoikane,2.1,2002-08-31,5.6.1
omoikane,2.0,2001-12-15,5.6.1
omoikane,1.2,2001-05-20,5.005_03
openbsd,7.1,2022-04-21,5.32.1
openbsd,7.0,2021-10-14,5.32.1
openbsd,6.9,2021-05-01,5.32.1
openbsd,6.8,2020-10-18,5.30.3
openbsd,6.7,2020-05-19,5.30.2
openbsd,6.6,2019-10-17,5.28.1
openbsd,6.5,2019-04-24,5.28.1
openbsd,6.4,2018-10-18,5.24.3
openbsd,6.3,2018-04-02,5.24.3
openbsd,6.2,2017-10-09,5.24.2
openbsd,6.1,2017-04-11,5.24.1
openbsd,6.0,2016-09-01,5.20.3
openbsd,5.9,2016-03-29,5.20.2
openbsd,5.8,2015-10-18,5.20.2
openbsd,5.7,2015-04-30,5.20.1
openbsd,5.6,2014-11-01,5.18.2
openbsd,5.5,2014-05-01,5.16.3
openbsd,5.4,2013-11-01,5.16.3
openbsd,5.3,2013-05-01,5.12.2
openbsd,5.2,2012-11-01,5.12.2
openbsd,5.1,2012-05-01,5.12.2
openbsd,5.0,2011-11-01,5.12.2
openbsd,4.9,2011-05-01,5.12.2
openbsd,4.8,2010-11-01,5.10.1
openbsd,4.7,2010-05-19,5.10.1
openbsd,4.6,2009-10-18,5.10.0
openbsd,4.5,2009-05-01,5.10.0
openbsd,4.4,2008-11-01,5.8.8
openbsd,4.3,2008-05-01,5.8.8
openbsd,4.2,2007-11-01,5.8.8
openbsd,4.1,2007-05-01,5.8.8
openbsd,4.0,2006-11-01,5.8.8
openbsd,3.9,2006-05-01,5.8.6
openbsd,3.8,2005-11-01,5.8.6
openbsd,3.7,2005-05-19,5.8.6
openbsd,3.6,2004-10-29,5.8.5
openbsd,3.5,2004-05-01,5.8.2
openbsd,3.4,2003-11-01,5.8.0
openbsd,3.3,2003-05-01,5.8.0
openbsd,3.2,2002-11-01,5.6.1
openbsd,3.1,2002-05-19,5.6.1
openbsd,3.0,2001-12-01,5.6.1
openbsd,2.9,2000-12-01,5.6.0
openbsd,2.8,2000-12-01,5.6.0
openbsd,2.7,2000-06-15,5.6.0
openbsd,2.6,1999-12-01,--
openindiana,2021.10,2021-12-05,5.24.3
openindiana,2021.04,2021-05-01,5.24.3
openindiana,2020.10,2020-11-01,5.24.3
openindiana,2020.04,2020-05-05,5.24.3
openindiana,2019.10,2019-11-07,5.24.3
openindiana,2019.04,2019-05-12,5.24.3
openindiana,2018.10,2018-10-24,5.24.3
openindiana,2018.04,2018-04-28,5.24.3
openindiana,2017.10,2017-10-31,5.24.0
openindiana,2017.04,2017-05-03,5.22.2
openindiana,2016.10,2016-10-31,5.22.1
openindiana,2016.04,2016-04-21,5.22.1
openindiana,2015.10,2015-10-04,5.22.0
openindiana,2015.03,2015-03-31,5.16.3
openmamba,20220423,2022-04-23,5.24.4
openmamba,20200717,2020-07-17,5.24.0
openmamba,20190701,2019-07-01,5.24.0
openmamba,3-20151219,2015-12-20,5.16.3
openmamba,2.0.12,2013-08-25,5.10.1
openmamba,2.0.10.1,2012-07-22,5.10.1
openmamba,1.1,2009-08-04,5.8.8
openmamba,1.0,2008-08-01,5.8.8
openmandriva,4.3,2022-02-06,5.34.0
openmandriva,4.2,2021-02-13,5.32.1
openmandriva,4.1,2020-02-01,5.30.1
openmandriva,4.0,2019-06-16,5.28.2
openmandriva,3.03,2017-11-21,5.20.3
openmandriva,2014.2,2015-06-29,5.16.3
openmandriva,2013.0,2013-11-22,5.16.3
openmediavault,6.0.24,2022-04-26,5.32.1
openmediavault,5.6.13,2021-08-26,5.28.1
openmediavault,4.1.22,2019-05-17,5.24.1
openmediavault,3.0.94,2017-12-02,5.20.2
openmediavault,2.1,2015-06-29,5.14.2
openmediavault,1.0.20,2014-09-15,5.14.2
openmediavault,0.5.48,2014-05-20,5.10.1
opensuse,tumbleweed,2022-04-28,5.34.0
opensuse,15.3,2021-06-02,5.26.1
opensuse,15,2018-05-25,5.26.1
opensuse,42.3,2017-07-26,5.18.2
opensuse,42.2,2016-11-16,5.18.2
opensuse,42.1,2015-11-04,5.18.2
opensuse,13.2,2014-11-04,5.20.1
opensuse,13.1,2013-11-19,5.18.1
opensuse,12.3,2013-03-13,5.16.2
opensuse,12.2,2012-09-05,5.16.0
opensuse,12.1,2011-11-16,5.14.2
opensuse,11.4,2011-03-10,5.12.3
opensuse,11.3,2010-07-15,5.12.1
opensuse,11.2,2009-11-12,5.10.0
opensuse,11.1,2008-12-18,5.10.0
opensuse,11.0,2008-06-19,5.10.0
opensuse,10.3,2007-10-04,5.8.8
opensuse,10.2,2006-12-07,5.8.8
opensuse,10.1,2006-05-11,5.8.8
opensuse,10.0,2005-10-06,5.8.7
opensuse,9.3,2005-04-15,5.8.6
opensuse,9.2,2004-10-25,5.8.5
opensuse,9.1,2004-04-23,5.8.3
opensuse,9.0,2003-10-15,5.8.1
